source,target
14545,83597
14554,20646438
14560,15175
14563,19727024
14573,34717
14573,22151
14579,3267529
14579,72760
14580,12896
14580,33777
14594,22270
14598,32231
14605,23277715
14607,34340
14613,61970
14624,22208
14627,34719
14627,14563107
14631,102803
14644,18993869
14646,14338129
14647,55602
14651,202354
14664,1566
14664,24761
14667,86639
14675,13530298
14677,52817
14677,22437
14682,21265
14696,34624
14699,8104
14699,102024
14701,7820
14701,26364
14704,32616
14709,16705
14724,18938226
14726,9239
14727,31717
14732,40038072
14734,5669
14734,21272
14736,14739
14744,51410
14749,849
14749,70989
14750,5659
14750,68006
14752,5962
14752,181556
14762,31717
14775,72949
14787,2963
14789,13191
14794,8519
14802,44941
14810,35387
14814,645042
14831,170691
14838,74263
14844,51545
14848,32693
14849,17308116
14856,18881
14870,14869
14880,17633
14889,34670
14895,7251
14899,12950
14900,3383
14900,9317
14900,7515964
14900,21241
14900,7515849
14903,37495
14912,54511
14918,3434750
14926,4699587
14928,24403
14937,34606
14937,19725260
14959,167168
14963,15573
14964,14579
14968,180253
14975,8418
14984,34761
15000,13753
15012,13530298
15019,12904
15020,18306
15024,54632
15030,3356
15033,92615
15039,19283852
15043,178207
15049,28975
15055,18836
15066,6547
15070,15161
15073,69383
15073,10747
15073,70961
15073,39688
15073,91609
15073,54497
15085,35475
15097,15368428
15111,37910
15123,3434750
15129,10687
15134,5311
15135,15127
15150,34659
15155,34752
15164,37096
15174,177167
15179,19379
15191,45127
15201,4214
15207,2593
15215,19001
15226,47407
15229,50818
15231,468436
15245,34658
15256,28486620
15272,165572
15284,5322
15286,3742
15292,33926
15295,31776
15305,11875
15308,31045316
15318,14539
15343,21780446
15357,6293
15362,23307013
15379,20501
15395,31964
15408,55004
15414,8638634
15422,3458
15422,17238607
15422,17771
15422,23450
15422,30188
15435,28436
15442,15793
15443,22713
15454,14617
15468,31427
15476,173004
15491,39599
15506,35858
15513,740
15531,76370
15533,32927
15536,18987
15539,21011
15571,53849
15573,15578
15573,24833
15576,59057
15578,36979
15596,10174
15604,34754
15604,32927
15613,4940
15616,150089
15624,13530298
15624,157955
15630,34587
15640,1970
15641,22618
15642,15813
15645,34963
15651,1400
15654,52110
15656,26787
15664,182113
15673,22309
15694,5314
15716,7515928
15719,69328
15736,48239
15740,27013
15767,22556
15772,95707
15780,180487
15782,27884
15785,28483
15787,36127
15787,34684
15787,1005
15787,13373
15787,23033
15788,34616
15788,7023
15788,25507
15789,34605
15789,147367
15789,17652
15790,35815
15790,701
15790,19344
15791,34921
15791,34553
15791,14533
15791,32212
15792,34672
15792,44035
15793,34948
15793,34636
15793,19344
15794,35021
15794,22332
15795,8143
15796,34624
15797,35020
15797,2383
15797,22576
15798,34658
15799,34676
15799,19354
15800,1004
15801,35021
15801,14230
15802,38633
15802,9282173
15803,34767
15803,15818
15804,34760
15804,26779
15805,15785
15806,1004
15809,34660
15809,15930
15812,34938
15812,11787
15812,30395
15813,34717
15813,12561
15813,29812
15814,34656
15814,10936
15814,27718
15815,1683
15816,34609
15816,22332
15817,8143
15818,34675
15818,11867
15819,34600
15819,19345
15820,100031
15823,34938
15826,35808
15831,34640
15837,34711
15842,34622
15843,36373
15843,183785
15844,79774
15845,34937
15845,78452
15845,53692
15846,34867
15846,181547
15847,34600
15847,5134
15847,25445
15848,81456
15849,34652
15849,19381762
15852,143390
15854,23306251
15855,8143
15856,34584
15857,35230
15857,58719
15858,179375
15861,34982
15861,18838
15862,34844
15862,1004
15862,19088
15863,34983
15863,5407
15863,25391
15864,168362
15865,35856
15865,22332
15866,34751
15866,19345
15872,34761
15872,31797
15873,34748
15873,21555729
15873,28912
15874,149681
15878,34864
15878,22332
15883,34677
15883,19345
15885,22589
15888,34662
15888,21445
15892,19283284
15892,148439
15898,34630
15910,18596
15911,2314
15911,32443
15915,5119376
15919,108956
15920,34691
15920,16202
15920,33189
15922,13316
15924,51378
15924,44013
15925,21222213
15935,34937
15935,31341
15936,36745
15940,35675
15940,34670
15940,15744
15940,29773
15941,26028
15944,39033
15947,662
15948,8569916
15950,40597
15950,9119240
15954,34658
15954,17771
15960,7607314
15965,32128
15968,34865
15968,21148
15971,34651
15971,15786
15976,52636
15976,28500
15978,55141
15980,3434750
15982,34553
15982,645042
15986,19283920
15986,4971
15986,645042
15987,34746
15987,19283178
15987,21111
15988,34594
15988,7023
15988,25391
15990,34864
15990,163269
15990,21148
15992,34661
15992,70310
15996,34629
15996,16450
16003,5323
16005,3390
16010,16455
16011,34635
16011,16202
16012,47635
16018,35502
16020,24183
16022,34672
16022,8087628
16022,24150
16025,36098
16025,34671
16025,9288
16025,137471
16028,36126
16036,29810
16040,166145
16043,4412145
16045,22199
16061,23979
16075,34972
16075,34790
16075,34664
16075,5405
16075,18706
16075,29137
16076,34624
16076,16075
16078,174426
16082,29816
16088,34691
16089,34790
16089,19344
16090,1004
16091,34769
16091,27019
16095,46046
16103,33171
16112,34629
16112,9209651
16112,31045316
16114,76972
16122,4363
16132,152041
16134,34938
16135,34761
16141,29810
16147,16162
16154,34467
16162,9282173
16168,150551
16179,34676
16179,56470
16181,34752
16181,37397201
16190,23443111
16191,1162
16191,15368428
16192,34630
16192,3463
16192,21445
16194,19045
16202,34982
16202,11363
16202,27862
16207,19344
16209,3080
16209,23056
16216,34847
16224,13966
16228,177906
16238,19571
16245,14034
16252,29831
16273,34600
16278,34545
16283,27318
16288,37304
16291,32496
16307,3434750
16316,150876
16321,43805
16327,9649
16329,30503
16339,17384301
16341,21184
16347,26061
16366,17730
16369,49901
16376,25740
16379,20914172
16384,34604
16388,147575
16393,34931
16397,32603
16403,45158
16415,19450529
16421,663
16422,34601
16426,21201
16432,28925
16441,26750
16452,30378
16457,18110
16467,34601
16476,35502
16483,46373
16486,19344654
16494,2303
16503,34653
16506,8340
16510,34650
16517,58296
16528,16389
16535,10991
16544,24909346
16550,36058
16551,11181
16556,645042
16564,1777
16567,36565
16578,34791
16586,13160
16611,36586
16623,5404
16634,34725
16637,47638
16644,19653787
16651,14653
16659,142547
16674,17524
16683,3434750
16685,8238258
16689,140250
16695,1497
16699,38431
16710,5665
16716,25453500
16733,12991
16736,28805
16743,47096
16743,30317
16749,36330
16756,42538288
16760,62028
16766,155135
16768,129427
16774,34624
16775,14533
16777,21748
16782,64998
16792,5360
16796,52881
16803,156952
16808,34684
16808,89492
16814,34557
16815,32908
16831,28133
16844,14170
16846,58592
16851,15606
16860,17098
16862,5405
16880,20629
16883,34610
16897,47619
16905,1177
16912,105036
16920,18933632
16934,27019
16947,18879
16960,645042
16976,5489
16988,16267
16999,31045316
17011,4925
17015,21148
17024,5478
17038,3383
17049,34557
17060,34949
17064,54588
17072,22303
17080,16746
17098,148874
17103,34244
17121,66746
17135,34716
17135,34608
17135,34776
17144,23475674
17160,27863
17169,34569
17193,34690
17202,19344654
17216,28994
17237,26741
17253,35531
17260,4551
17270,35097
17276,34701
17281,34847
17292,6558
17297,12104
17304,21581
17314,34606
17322,6818
17333,17416221
17337,14533
17353,23385722
17363,5668
17367,99184
17383,36971
17391,23564616
17396,25683
17407,76972
17410,58503
17424,2085
17437,15789
17450,79120
17454,57070
17466,34669
17505,309
17514,18448
17515,102215
17524,10939
17530,21918
17537,9239
17539,9794
17546,50012
17552,17690
17556,6015
17561,34592
17561,13255
17561,37910
17562,85476
17615,23070
17618,34551
17628,40597
17633,17802
17646,61889
17653,689
17675,34609
17675,18836
17687,28387
17703,34411
17721,5058739
17727,78813
17730,14708
17740,16946852
17743,19985174
17744,74390
17744,59715
17747,155443
17747,56884
17750,169442
17757,13873779
17761,33873
17770,28222445
17771,108819
17775,46523
17781,17782
17785,21786641
17791,17800
17796,19167553
17802,19006
17809,30305
17810,25814008
17820,34676
17820,25391
17828,9239
17839,18948337
17842,5058739
17845,166105
17860,7921
17867,148690
17867,60646
17879,29823
17880,45856
17886,92613
17888,16642
17895,15651
17902,46784
17909,50239
17911,34602
17915,26716
17925,15430
17931,23034
17939,19957
17944,11527
17946,17951
17951,15379
17962,15804
17981,2408
17989,18994087
17994,28944
17997,72180
18009,23619
18016,34953
18020,4492
18023,26748
18030,6759
18037,17067
18043,38596
18046,5970
18048,9316
18048,26775
18058,1789
18065,38617
18071,162282
18079,70889
18081,20859
18087,20812
18091,15791
18096,24320051
18102,48404
18110,107640
18113,23979
18123,28319
18130,62683
18131,124485
18138,84455
18145,29970
18154,928
18162,339
18163,38123
18172,34601
18175,90603
18184,175442
18187,30344
18195,8095
18196,15414
18196,24445
18196,36778
18201,51056
18208,20056
18210,1011
18213,34712
18213,25258
18230,6715
18242,18951054
18242,74018
18242,73412
18242,68125
18242,76402
18246,11846
18247,915
18247,3409
18247,8140
18247,9236
18247,75233
18247,17924
18247,43254
18247,23674
18247,23275
18247,49646
18247,32375
18273,40379651
18290,34717
18298,9264
18306,22314
18309,63904
18313,105776
18317,23278051
18320,52648
18327,18524
18330,21694424
18345,51123
18360,14587
18367,55639
18370,28297
18383,34667
18391,102495
18393,168322
18406,28419612
18422,11867
18433,53849
18435,146786
18444,26994
18450,73298
18452,12850
18452,18836
18452,50521
18454,53272
18463,20197
18475,6046
18491,18491
18497,3212
18499,188641
18511,13533
18524,23420
18538,18522
18543,154976
18549,36189
18549,7954867
18554,25391
18562,153739
18568,148271
18568,151764
18572,28618
18577,68204
18582,118535
18591,17730
18595,167168
18602,34548
18612,22506
18623,168985
18627,57070
18630,68181
18641,4930
18646,145532
18667,18483
18683,35840
18691,34629
18700,12354
18707,11054
18717,50054
18717,21287
18724,34647
18727,9239
18728,8263
18738,29236
18787,18760
18820,152800
18830,34556
18831,11924
18831,51432
18836,19626
18838,14313
18839,8249
18849,52813
18858,34548
18859,34661
18859,22093
18866,32897
18879,65777
18879,26700
18885,34847
18890,22194
18895,18403
18896,28189
18905,60981
18909,5912
18909,21272
18916,29107
18926,23071
18935,5225
18942,9316
18947,26873
18957,74553
18959,22345
18967,10674
18970,91983
18984,42493
18985,34389
18995,5215
19001,35502
19001,20287
19002,18949879
19006,9239
19009,142829
19012,64648
19013,27451
19019,80227
19022,63778
19029,19027
19037,26757
19042,13255
19047,27843
19049,33165
19051,67231
19052,5659
19052,22595
19053,10646
19055,21566
19062,22291
19069,23033
19078,25507
19097,38310
19100,8569916
19106,5042916
19110,28258
19111,38328
19116,25734
19127,19130
19133,5375
19137,19140
19137,29789
19147,19155
19159,3434750
19167,17727
19180,101419
19184,14734
19189,34612
19191,12255
19195,18909
19201,34655
19206,48747
19210,33873
19222,26964606
19224,156896
19228,63125
19243,15624
19249,31769
19261,5649
19262,34697
19271,23384299
19278,19271
19292,36176
19294,57400
19302,627
19310,26219
19314,95060
19319,21120
19323,349303
19331,5906
19331,21833
19336,13530298
19338,24944
19344,19345
19345,19350
19346,10846
19347,34865
19347,18842471
19348,160884
19348,23660
19349,34846
19350,34665
19351,34629
19352,39487
19352,34760
19352,17867
19353,34690
19353,85498
19354,15799
19355,34756
19355,21445
19358,106009
19364,3434750
19373,9593
19377,25754
19381,1862
19389,23056
19445,51273
19447,53178
19447,54010
19451,30503
19452,19497
19459,35549
19459,34767
19459,34612
19459,6852
19466,18866
19497,34717
19499,22332
19501,24245
19513,27838
19514,22332
19516,15642
19519,5864
19524,6886
19527,34661
19530,34639
19530,21445
19537,9239
19544,176052
19547,170522
19548,34640
19553,15161
19559,1234
19568,19567
19571,16716
19579,8599
19582,187081
19588,96842
19590,34790
19590,19279054
19591,26810748
19597,54480
19603,39034
19606,13255
19617,34674
19622,29952
19624,13765
19629,35824
19629,158766
19631,1004
19632,34860
19632,22452
19633,15785
19635,1004
19639,21883
19643,9418
19645,26787
19648,36648
19653,34690
19653,81586
19654,19344
19655,34752
19655,32432
19660,34955
19660,27529
19669,34616
19672,34724
19672,21445
19674,34909
19674,21222062
19674,22332
19675,61298
19676,174723
19677,34618
19677,19684
19683,13564
19684,52739
19685,94129
19688,36770
19694,791
19701,93901
19705,19705
19714,5668
19719,30450
19728,9239
19734,34748
19737,26962
19747,15924
19760,18934
19763,75358
19766,32927
19773,10845
19777,19803
19783,117396
19784,150552
19785,117941
19787,117348
19789,118817
19792,117630
19794,119043
19795,118064
19797,117439
19799,118825
19801,117719
19804,118285
19808,34608
19812,11025
19818,50422
19822,34551
19829,31717
19831,20468
19834,26748
19846,20584918
19849,8143
19855,20257
19864,34570
19865,15642
19869,26349189
19876,3772
19886,11042
19897,9736
19901,1376
19908,53236
19930,187429
19942,11762
19953,10175
19958,17900
19963,160448
19967,21555729
19977,170374
19978,26840
19987,22278
19996,34557
20017,71185
20024,55285
20038,11675
20054,35838
20054,78910
20060,13243
20064,147201
20076,11127
20087,48404
20097,17556
20119,47921
20129,11253
20149,34953
20153,43496
20162,187897
20171,146707
20175,34749
20185,25154
20188,157902
20193,11867
20196,30138
20197,22693343
20199,19635
20202,30636
20205,33537
20208,25414
20210,34939
20211,34747
20211,19845
20215,645042
20223,34911
20223,21445
20242,55526
20257,22915
20266,88241
20270,174937
20273,8143
20287,34578
20290,17031
20302,21490975
20311,6250
20314,34756
20315,34952
20316,34746
20316,151398
20321,20323
20326,466448
20329,8143
20333,62231
20345,47277
20353,31717
20359,2766
20369,145563
20379,34661
20379,165800
20391,14533
20405,34604
20407,83216
20414,21179
20421,14539
20427,34968
20427,25353172
20432,45621
20435,150969
20455,35502
20469,62740
20478,33306
20484,4544
20487,27765
20501,3335
20505,26145195
20518,160970
20523,35019
20537,981
20541,30503
20550,34680
20561,8973
20568,627
20572,37283
20578,34921
20582,26364
20585,19179331
20586,34647
20587,35502
20590,19555586
20595,26820
20603,35101
20604,1005
20613,19283920
20619,25429554
20629,47945
20637,8915
20646,20000219
20653,174650
20665,2594
20666,34763
20675,8005
20696,9260
20703,2779
20713,38692
20715,21825423
20734,29219
20741,34867
20742,8087628
20751,34953
20767,34708
20771,5334607
20786,18110
20796,34550
20799,23015
20804,13957
20813,15849
20817,49234
20821,31990
20829,3434750
20837,118571
20841,159945
20853,33153
20860,10930
20866,23366462
20871,32917
20876,9602
20880,6362
20892,35054
20907,2504
20918,47980
20926,20926
20943,5314
20947,13191
20948,3434750
20959,10597
20964,5180
20979,34703
20989,34671
20996,32961
21017,31217535
21019,82086
21029,3434750
21040,44481
21061,6015
21073,147234
21111,129331
21129,31365
21133,22989
21134,18618239
21139,9356
21143,22053
21148,3343
21148,74809
21148,180264
21151,170483
21151,30518
21161,169004
21163,20803
21170,29652
21175,8301
21175,37441
21179,189566
21182,18538287
21182,145644
21184,34230
21186,30890
21194,19522
21210,4194
21211,34575
21211,21721
21212,13487
21212,32927
21217,34567
21217,177914
21218,5363
21228,21394
21232,21231
21241,34739
21241,171193
21241,128608
21243,144758
21247,34717
21255,16756
21262,18603746
21264,26779
21265,15898
21272,34911
21273,80853
21273,67997
21274,9317
21274,66510
21275,12638
21275,27058
21287,8693
21290,23342
21297,8082
21302,34847
21302,30890
21304,23070
21307,64489
21325,171166
21327,3434750
21332,65205
21333,65205
21344,9696
21355,36755
21356,3434750
21363,19348
21367,15251
21373,57061
21376,21373
21378,5663
21379,15368428
21384,3434750
21389,21383
21402,34671
21433,48407
21433,24092
21442,11429
21444,36169
21444,26667
21445,27529
21446,171473
21446,22986
21447,34622
21447,11625
21447,177276
21448,34662
21448,15898
21452,34845
21452,155965
21452,24113
21460,34870
21460,30433662
21461,38275275
21461,21445
21462,26685
21470,3460
21470,10707
21470,188965
21470,22504
21470,30138
21473,20670
21477,26769
21485,38579
21488,26833
21491,19567
21504,4689264
21506,30448
21520,9566
21522,34575
21522,70549
21525,51329
21526,34602
21526,150343
21527,20087
21533,28825
21544,5906
21557,12458
21562,44576
21565,70986
21565,26667
21566,18048
21574,36176
21574,737
21574,27529
21575,34672
21575,179599
21576,34708
21576,38173
21577,34650
21577,171165
21577,88817
21578,34648
21578,39764
21579,35018
21579,34756
21579,167396
21580,34708
21580,16912
21581,34864
21581,70959
21584,9228
21587,26751
21611,37157
21626,63866
21631,34630
21631,87985
21634,10390
21637,15642
21642,34981
21647,3434750
21649,34616
21650,70523
21650,74546
21651,56125
21655,155443
21667,35095
21667,4212
21667,3434750
21673,21670
21686,1423
21686,23340
21692,21222062
21694,27471338
21702,8914
21708,48396
21714,358
21724,36119
21726,34866
21726,22332
21732,20142
21742,7737
21742,48041
21745,27931
21748,31045316
21753,5488304
21758,34781
21758,86346
21759,34616
21759,45835
21760,34720
21760,1004
21760,24135
21761,35502
21762,35059
21762,34751
21762,17895
21763,34616
21763,85309
21763,33436
21764,35502
21764,19345
21774,32559
21785,864
21785,37207
21787,38275276
21791,34604
21797,22326
21798,34846
21798,24113
21804,70776
21805,188173
21806,34747
21806,5247
21809,14790
21818,3434750
21830,43123360
21847,23711165
21854,5405
21863,34548
21865,63541
21871,26667
21876,34610
21898,182690
21911,99078
21921,3335
21932,19977
21939,10501
21949,62131
21971,19916559
21980,34937
21980,22949
21995,23385442
22018,30395
22033,21362
22039,4054
22054,18070
22058,79408
22068,5042916
22085,18978770
22093,72866
22099,79538
22107,5042481
22111,7722
22122,9239
22135,15573
22141,188167
22151,7834
22158,34601
22165,34865
22171,21785
22194,55395
22196,63504
22199,38428
22205,18955999
22209,53682
22216,34632
22218,863
22218,7129693
22219,31045316
22265,19827372
22278,34896
22284,11867
22291,14711
22303,37329
22303,60015
22303,33306
22304,19937
22306,9630
22309,43598
22312,27718
22315,34570
22316,14533
22317,36922
22321,49690
22331,34556
22332,22341
22333,34648
22333,17895
22338,146802
22340,34662
22340,10148
22340,75643
22341,34639
22341,66997
22345,34777
22345,10845
22345,17626
22347,34751
22347,16749
22348,70502
22349,45748
22351,34794
22355,59897
22362,173887
22366,34632
22366,8087628
22366,26667
22367,34601
22367,13692155
22376,5906
22388,151290
22403,34650
22403,43384
22403,40389
22413,147575
22424,34667
22431,8513
22434,34648
22434,22403
22435,34606
22435,58568
22436,34640
22436,17895
22437,34609
22437,8143
22437,171061
22440,35502
22440,22936
22442,34550
22442,17895
22446,34714
22446,5042481
22446,32817
22454,34754
22454,21148
22459,28147
22468,34636
22472,105200
22477,15573
22479,78918
22483,37232
22486,580
22489,57193
22494,22278
22498,19331
22511,39847198
22518,34616
22519,49906
